#whatsapp, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
concerns, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
already, p_yes: 0.00045126506139343, p_no: 0.0010596887527648362, c_yes: 4, c_no: 4
#ìí¸, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#coronavirusoutbreak?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
timeline, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
govt, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
there’s, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
whole, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
reads, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
vice-premier, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
jira, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
reported, p_yes: 0.0006763349174500036, p_no: 2.6426153435532076e-06, c_yes: 6, c_no: 0
9, p_yes: 0.0006763349174500036, p_no: 2.6426153435532076e-06, c_yes: 6, c_no: 0
🙌, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
control:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
which, p_yes: 0.0006763349174500036, p_no: 2.6426153435532076e-06, c_yes: 6, c_no: 0
opposed, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
week:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
whatsapp, p_yes: 0.00033873013336514323, p_no: 0.000266904149698874, c_yes: 3, c_no: 1
watch:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
[bye, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
but, p_yes: 0.0024768937659025926, p_no: 0.004759350233739327, c_yes: 22, c_no: 18
abba, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/mji3xtdpvs, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
@nytimes,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
uninsured,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
safety, p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
hoaxes, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
saliva-soaked, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
president’s, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
cardiology, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
“i, p_yes: 0.00011366027730856965, p_no: 0.0005311656840541947, c_yes: 1, c_no: 2
difference, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tapper, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
eating, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
@senatedems, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
pressers, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
through, p_yes: 0.0007888698454782903, p_no: 0.0005311656840541947, c_yes: 7, c_no: 2
numb., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
major, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
protective, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
#sars, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
53,981, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
@fifaworldcup_fr, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
um,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
mom, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
first,, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
adham., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
#, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
dinner, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
17., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
prime, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
@layzhang, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
viral, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
https://t.co/yjtavaxtrx, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
touching, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
https://t.co/9hreuuf3xz, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/kinfqq5mib, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
first, p_yes: 0.0012390095575914375, p_no: 0.000266904149698874, c_yes: 11, c_no: 1
https://t.co/xgk8mdfjq3, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
bail, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#coronavirusspread, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
rt:, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
appeals, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
self-quarantining, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
grandpa, p_yes: 1.125349280282868e-06, p_no: 0.0007954272184095154, c_yes: 0, c_no: 3
“flu”, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
instead:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
beaches, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
less, p_yes: 0.00022619520533685643, p_no: 0.0005311656840541947, c_yes: 2, c_no: 2
buses, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
it...), p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
michigan, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
barista, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
20, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
disclose, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
seen, p_yes: 0.00011366027730856965, p_no: 0.0007954272184095154, c_yes: 1, c_no: 3
anyone, p_yes: 0.00033873013336514323, p_no: 0.0007954272184095154, c_yes: 3, c_no: 3
#covid19nigeria, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
hey,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
mfs, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
urged, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
here's, p_yes: 1.125349280282868e-06, p_no: 0.0010596887527648362, c_yes: 0, c_no: 4
#rwanda, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
develop, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
tickets, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tests, p_yes: 0.00045126506139343, p_no: 0.0005311656840541947, c_yes: 4, c_no: 2
namaskaram,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
fast, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
particularly, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tampa, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
civil, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
#covid2019, p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
needlessly, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
situation, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
let's, p_yes: 0.00022619520533685643, p_no: 0.0005311656840541947, c_yes: 2, c_no: 2
died., p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
ppes, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#coronavirusoutbreak., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
case,, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
idea!, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
selling, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
funeral, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
rent, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
implicated, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
“what, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
front, p_yes: 0.00033873013336514323, p_no: 0.000266904149698874, c_yes: 3, c_no: 1
immunocompromised,"", p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
place, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
#wwg1wga, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
cleaning, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
prevalence, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
trades, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
when, p_yes: 0.0009014047735065771, p_no: 0.003702304096318044, c_yes: 8, c_no: 14
romania,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
transplant, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
lower, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
0.1%, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
that, p_yes: 0.00855377987943008, p_no: 0.0095160578521351, c_yes: 76, c_no: 36
again., p_yes: 0.00033873013336514323, p_no: 0.000266904149698874, c_yes: 3, c_no: 1
issues, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
closeness, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
taxpayer-funded, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
embassy, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
kindly, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
change, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
ever, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
"in, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
become, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
screening, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
""why, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/1djjkruu5i, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
released, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
kidney, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
italy:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
apologized, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
walked, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
wkend,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
-we’d, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
cite, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
aren't, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
how, p_yes: 0.0006763349174500036, p_no: 0.003966565630673364, c_yes: 6, c_no: 15
nak, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
causing, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
legitimately, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
easy, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
nipah, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
face, p_yes: 0.00045126506139343, p_no: 0.0007954272184095154, c_yes: 4, c_no: 3
freaking, p_yes: 1.125349280282868e-06, p_no: 0.0005311656840541947, c_yes: 0, c_no: 2
https://t.co/ipapagz4vs, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
vijay, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
registered, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
failure, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
got, p_yes: 0.0006763349174500036, p_no: 0.0007954272184095154, c_yes: 6, c_no: 3
reasons, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
@xtotl, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
bill., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
immune, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
downplay, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
sars-like, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
happens, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/lv5a5esfzx, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
usa, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
cameras, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
tone,”, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
purely, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
providing, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
https://t.co/mkocma0edb, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
alberta, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
problems, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
massive, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
handle, p_yes: 0.00011366027730856965, p_no: 0.0005311656840541947, c_yes: 1, c_no: 2
communists., p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
*hoarding, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
#coronaviruspandemic, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
own, p_yes: 0.00045126506139343, p_no: 0.0005311656840541947, c_yes: 4, c_no: 2
san, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/i1b2suhgin., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
lives.🤬, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
little, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
-95,270, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
*that*, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
paracetamol, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
y’all, p_yes: 0.00045126506139343, p_no: 0.002116734890186119, c_yes: 4, c_no: 8
trading, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
#covid19-induced, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
56, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
ehhhh, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
oompa, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/cisc2y1ues, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
graduating, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
recovered?, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
prom!, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
japan:, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
working?, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
hit., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
terribly, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
“like, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
happening,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
w/, p_yes: 0.00022619520533685643, p_no: 0.000266904149698874, c_yes: 2, c_no: 1
us,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
a...tennis, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
https://t.co/vvz7la13bn, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
sambal, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
forwarding, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
https://t.co/scsdu1ffum, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
lyme, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
crashes, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
journalists, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
fabric, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
punishable, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
pure, p_yes: 0.00011366027730856965, p_no: 0.000266904149698874, c_yes: 1, c_no: 1
😂, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
forever🤙, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
tonight,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
conceal, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
310,000., p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
whiteâ, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
clip", p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
epidemiologist, p_yes: 0.00022619520533685643, p_no: 2.6426153435532076e-06, c_yes: 2, c_no: 0
sobering, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
public's, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
fearmongering, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
broken, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
dire,, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
🥺, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
today’s, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
it, p_yes: 0.005515336822666335, p_no: 0.0050236117680946485, c_yes: 49, c_no: 19
symptoms”, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
legitimate, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
turns, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
emergency.”, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
12,000, p_yes: 1.125349280282868e-06, p_no: 0.000266904149698874, c_yes: 0, c_no: 1
martial, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
academics,, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
former, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
bihar, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
deadly, p_yes: 0.00033873013336514323, p_no: 2.6426153435532076e-06, c_yes: 3, c_no: 0
msg, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
diagnoses, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
press, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
instagram, p_yes: 0.00011366027730856965, p_no: 2.6426153435532076e-06, c_yes: 1, c_no: 0
